model_name,version,mean_absolute_error,root_mean_squared_error,r2_score,weighted_mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,mean_absolute_percentage_error,global_score,precision_global,timestampRandomForest,20251021_155536,4.0456,3.8949,6.0554,0.993,0.9611,2025-10-21T15:55:36.308758
RandomForest,20251021_155536,4.0456,3.8949,6.0554,0.993,0.9611,2025-10-21T15:55:36.308758
RandomForest_Urgences_CV5,20251022_105503,150.4116,321.6332,0.8267,31.8474,54.9129,52.8804,0.6815,0.7541,2025-10-22T10:55:03.881867
RandomForest_Urgences_CV5_log1p,20251022_105956,85.1665,249.9332,0.8806,18.0205,31.3544,16.5944,0.8198,0.8502,2025-10-22T10:59:56.865439
RandomForest_Urgences_CV5_log1p_weighted,20251022_110551,78.9501,235.6117,0.8984,16.7646,31.0016,15.3605,0.8324,0.8654,2025-10-22T11:05:51.885248
RandomForest_Urgences_CV5_log1p_weighted,20251022_111359,78.9501,235.6117,0.8984,16.7646,31.0016,15.3605,0.8324,0.8654,2025-10-22T11:13:59.318542
RandomForest_Urgences_CV5_log1p_weighted,20251022_111917,78.9501,235.6117,0.8984,16.7646,31.0016,15.3605,0.8324,0.8654,2025-10-22T11:19:17.277147
