"PERIODE";"Senti";"Sais_2022_2023";"Sais_2021_2022";"Sais_2020_2021";"Sais_2019_2020";"Sais_2018_2019";"Sais_2017_2018";"Loc_Reg11";"Loc_Reg21";"Loc_Reg22";"Loc_Reg23";"Loc_Reg24";"Loc_Reg25";"Loc_Reg26";"Loc_Reg31";"Loc_Reg41";"Loc_Reg42";"Loc_Reg43";"Loc_Reg52";"Loc_Reg53";"Loc_Reg54";"Loc_Reg72";"Loc_Reg73";"Loc_Reg74";"Loc_Reg82";"Loc_Reg83";"Loc_Reg91";"Loc_Reg93";"Loc_Reg94";"MIN_Saison";"MAX_Saison";"IN_Def";"IN_Temp";"Sais_2007_2008";"Sais_2008_2009"
"19-07-2024";NA;0,2219891474761;8,6175518522935;4,47037407453051;2,65756968086533;1,26189583976894;1,25999274024554;0;0;0,02;0;0,01;0;0;0,01;0,02;0;0;0,02;0,03;0;0,02;0,01;0,08;0;0,02;0;0,02;0;0,2219891474761;8,6175518522935;NA;0,00629847810708775;NA;NA
"20-07-2024";NA;0,225127613416358;8,56484489739893;4,45767901279525;2,60473923839431;1,27807273737544;1,22982142192957;0;0;0,01;0;0,01;0;0;0;0,01;0;0;0,02;0,025;0;0,02;0,01;0,08;0;0,02;0;0,01;0;0,225127613416358;8,56484489739893;NA;0,00526797273678864;NA;NA
"21-07-2024";NA;0,227004088814896;8,54400893005163;4,50002870046914;2,59861667707676;1,30537106783226;1,18873711943301;0;0;0;0;0,01;0;0;0;0,01;0;0;0,01;0,02;0;0,01;0,01;0,08;0;0,01;0;0,01;0;0,227004088814896;8,54400893005163;NA;0,00429543169812456;NA;NA
"22-07-2024";NA;0,225254435494172;8,40479640070891;4,61935683517298;2,58472260060706;1,34348694796912;1,13287230436929;0;0;0;0,01;0,01;0;0;0;0,01;0;0;0,01;0,02;0;0,01;0,01;0,07;0;0,01;0;0,01;0;0,225254435494172;8,40479640070891;NA;0,0034541750947968;NA;NA
"23-07-2024";NA;0,218470134737069;8,08082358853557;4,78880282221485;2,53918407780234;1,38277380139744;1,0597348658864;0;0;0;0,005;0;0;0;0;0,01;0;0;0,01;0,02;0;0,01;0,01;0,06;0;0,01;0;0;0;0,218470134737069;8,08082358853557;NA;0,00279445972421796;NA;NA
"24-07-2024";NA;0,208371514424452;7,70223943828407;4,96549623946712;2,47160954988076;1,41773180132725;0,984976973803434;0;0;0;0;0;0;0;0,01;0;0;0;0,01;0,02;0;0,01;0;0,04;0;0;0;0;0;0,208371514424452;7,70223943828407;NA;0,00232991268158062;NA;NA
"25-07-2024";NA;0,195153042872737;7,37661152161997;5,10251834851447;2,3950381626325;1,43205054107322;0,917931057131348;0;0;0;0;0;0;0;0,01;0;0;0;0,01;0,02;0;0,01;0;0,04;0;0;0;0;0;0,195153042872737;7,37661152161997;NA;0,00207935592077098;NA;NA
"26-07-2024";NA;0,179538139996293;7,05883243245104;5,1753626426359;2,31854284260707;1,4202107371354;0,865753125912823;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,179538139996293;7,05883243245104;NA;NA;NA;NA
"27-07-2024";NA;0,163945091114228;6,71641490727393;5,20268018718355;2,24691805338943;1,41293841978827;0,835458216390547;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,163945091114228;6,71641490727393;NA;NA;NA;NA
"28-07-2024";NA;0,150231389639155;6,4027833015031;5,23637763353417;2,17449100555158;1,42297371046991;0,817838857902773;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,150231389639155;6,4027833015031;NA;NA;NA;NA
"29-07-2024";NA;0,137786526162602;6,13222536804002;5,27381385888128;2,09671335464953;1,44327820916333;0,8106408156905;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,137786526162602;6,13222536804002;NA;NA;NA;NA
"30-07-2024";NA;0,125980765653147;5,85887334949664;5,31838859991877;2,02539582567945;1,47812054293719;0,818651741361865;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,125980765653147;5,85887334949664;NA;NA;NA;NA
"31-07-2024";NA;0,117063425383154;5,58061284533577;5,42857422883369;1,9704250582927;1,5247796461906;0,835397471007194;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,117063425383154;5,58061284533577;NA;NA;NA;NA
"01-08-2024";NA;0,112339521059156;5,35180762234661;5,62492389355484;1,94941098483431;1,5707947409031;0,845723399369001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,112339521059156;5,62492389355484;NA;NA;NA;NA
"02-08-2024";NA;0,111852257801515;5,21618759568849;5,89275156157107;1,96796036447822;1,61009697940401;0,84139083376387;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,111852257801515;5,89275156157107;NA;NA;NA;NA
"03-08-2024";NA;0,115855890234153;5,12647720562817;6,17689724350056;2,01509138597573;1,62913868259743;0,819962772702376;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,115855890234153;6,17689724350056;NA;NA;NA;NA
"04-08-2024";NA;0,12415474021091;4,99442766724352;6,37924148469283;2,07175117964569;1,61992164274786;0,777509382522559;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,12415474021091;6,37924148469283;NA;NA;NA;NA
"05-08-2024";NA;0,136379558464245;4,81520089999786;6,48863190348968;2,14136349236689;1,5870988160415;0,720511831163994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,136379558464245;6,48863190348968;NA;NA;NA;NA
"06-08-2024";NA;0,151295597334255;4,60405751989156;6,4992474650977;2,22183135407966;1,53724372525583;0,664420155415542;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,151295597334255;6,4992474650977;NA;NA;NA;NA
"07-08-2024";NA;0,167093928704742;4,36470525029194;6,37020903579415;2,30053356958385;1,46791385225077;0,623843003214067;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,167093928704742;6,37020903579415;NA;NA;NA;NA
"08-08-2024";NA;0,181949315121611;4,12226571582175;6,13706073470506;2,36680838889454;1,3905244729785;0,611211994173556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,181949315121611;6,13706073470506;NA;NA;NA;NA
"09-08-2024";NA;0,195679015681281;3,92912549412325;5,88400578793972;2,41540697122242;1,33427383751543;0,628777189578167;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,195679015681281;5,88400578793972;NA;NA;NA;NA
"10-08-2024";NA;0,205809614969193;3,79850113229214;5,62765921267083;2,44972871625971;1,30163248970437;0,670863271085333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,205809614969193;5,62765921267083;NA;NA;NA;NA
"11-08-2024";NA;0,207571302916166;3,72072510696669;5,3896912737351;2,45881748617191;1,28975396873616;0,729557563007643;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,207571302916166;5,3896912737351;NA;NA;NA;NA
"12-08-2024";NA;0,203225468519317;3,69618747877149;5,20652990048849;2,43746649855969;1,29933139650151;0,80297147382795;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,203225468519317;5,20652990048849;NA;NA;NA;NA
"13-08-2024";NA;0,198942101430936;3,73498402292433;5,07304333835711;2,4000700099786;1,32626327074749;0,884771876460819;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,198942101430936;5,07304333835711;NA;NA;NA;NA
"14-08-2024";NA;0,197461308456232;3,84010253861541;4,90811930538375;2,37483661211413;1,35756893705133;0,964661761859057;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,197461308456232;4,90811930538375;NA;NA;NA;NA
"15-08-2024";NA;0,198112067237073;4,01591384744024;4,65612506359507;2,39356508076182;1,38212397626069;1,0325611379453;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,198112067237073;4,65612506359507;NA;NA;NA;NA
"16-08-2024";NA;0,20105835488701;4,24628638654549;4,3602026379798;2,44264495898222;1,40049933957917;1,06849282478235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,20105835488701;4,3602026379798;NA;NA;NA;NA
"17-08-2024";NA;0,206585776528131;4,45960956166973;4,10098861230107;2,49404048019762;1,41877885782457;1,07225002975121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,206585776528131;4,45960956166973;NA;NA;NA;NA
"18-08-2024";NA;0,214420291757405;4,64758021511869;3,9554329396919;2,54086220691518;1,44614358090283;1,05562597344302;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,214420291757405;4,64758021511869;NA;NA;NA;NA
"19-08-2024";NA;0,223290990645399;4,77423583842285;3,93362409955013;2,56998844881386;1,47805785430576;1,02746152421567;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,223290990645399;4,77423583842285;NA;NA;NA;NA
"20-08-2024";NA;0,231734580843736;4,79071744277696;4,00865732622388;2,58741432405598;1,49231155491173;1,00048148990745;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,231734580843736;4,79071744277696;NA;NA;NA;NA
"21-08-2024";NA;0,239956706983607;4,73933564470459;4,15638834825892;2,61512171336743;1,49227537740577;0,982443075753663;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,239956706983607;4,73933564470459;NA;NA;NA;NA
"22-08-2024";NA;0,247810635998787;4,66261160752244;4,33235213349451;2,674374748514;1,51048006527409;0,972296097130037;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,247810635998787;4,66261160752244;NA;NA;NA;NA
"23-08-2024";NA;0,2524870159589;4,57915470354733;4,50915358738752;2,74792853983742;1,56082017852819;0,981011132118738;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2524870159589;4,57915470354733;NA;NA;NA;NA
"24-08-2024";NA;0,255228692487795;4,49287826280425;4,73380060958927;2,80387504880158;1,64517525631885;1,01855955687494;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,255228692487795;4,73380060958927;NA;NA;NA;NA
"25-08-2024";NA;0,261033694466616;4,40611134883563;5,00809739292482;2,81620266760594;1,74934144513634;1,07783927742519;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,261033694466616;5,00809739292482;NA;NA;NA;NA
"26-08-2024";NA;0,267577246263529;4,32874329444091;5,22897195591114;2,78992016543773;1,84427875191672;1,14807431979674;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,267577246263529;5,22897195591114;NA;NA;NA;NA
"27-08-2024";NA;0,270863872090958;4,30552358687542;5,33367304573481;2,77659662580373;1,90836765903129;1,21863256182931;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,270863872090958;5,33367304573481;NA;NA;NA;NA
"28-08-2024";NA;0,269940526318512;4,34002238724687;5,31125241721958;2,81705382024602;1,94514172875823;1,28463523596367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,269940526318512;5,31125241721958;NA;NA;NA;NA
"29-08-2024";NA;0,269076823807557;4,42400599067437;5,20911281553295;2,92195360893753;1,99123061539304;1,3542844104478;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,269076823807557;5,20911281553295;NA;NA;NA;NA
"30-08-2024";NA;0,273759570719197;4,52841051552235;5,09884903654064;3,09335921452977;2,06067945829704;1,4255163993065;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,273759570719197;5,09884903654064;NA;NA;NA;NA
"31-08-2024";NA;0,287280417238658;4,63473198143739;4,99225491924288;3,3313414382251;2,14346653460753;1,48348054438432;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,287280417238658;4,99225491924288;NA;NA;NA;NA
"01-09-2024";NA;0,308170021843472;4,72576847389131;4,91482690818188;3,63218587347326;2,23790464794097;1,52411331770839;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,308170021843472;4,91482690818188;NA;NA;NA;NA
"02-09-2024";NA;0,329176930325432;4,75823097938073;4,94550842896217;4,04497683570002;2,32732099097172;1,56233861301031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,329176930325432;4,94550842896217;NA;NA;NA;NA
"03-09-2024";NA;0,34583196401573;4,75788256621467;5,12036234462329;4,60721108167242;2,39867568035785;1,60004478410078;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34583196401573;5,12036234462329;NA;NA;NA;NA
"04-09-2024";NA;0,358489338645889;4,75849356508939;5,41174945589256;5,32834678710809;2,47439198339005;1,65574867435565;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,358489338645889;5,41174945589256;NA;NA;NA;NA
"05-09-2024";NA;0,37048850700558;4,75746342443066;5,77443375117895;6,23649326100286;2,57306001397548;1,76059263438471;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,37048850700558;6,23649326100286;NA;NA;NA;NA
"06-09-2024";NA;0,385389736940259;4,72079950390308;6,18830742636403;7,35499847201998;2,70369132641956;1,9447634741802;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,385389736940259;7,35499847201998;NA;NA;NA;NA
"07-09-2024";NA;0,401212699087988;4,67665942541086;6,58840638570039;8,57256907697555;2,84883683622738;2,2118661029634;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,401212699087988;8,57256907697555;NA;NA;NA;NA
"08-09-2024";NA;0,413742770082733;4,72274823214299;6,9525013399202;9,74497866309828;2,99968456985444;2,55156454126004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,413742770082733;9,74497866309828;NA;NA;NA;NA
"09-09-2024";NA;0,425298142230996;4,91207816705659;7,29339928121809;10,8693256579555;3,15891139138093;2,95904396286871;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,425298142230996;10,8693256579555;NA;NA;NA;NA
"10-09-2024";NA;0,438851814108112;5,22844052302722;7,51582037742547;11,9362119789178;3,31940899783192;3,39345613133896;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438851814108112;11,9362119789178;NA;NA;NA;NA
"11-09-2024";NA;0,455623814633416;5,63941091009265;7,53412889916262;12,8551578178956;3,48827758716976;3,78084331394089;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,455623814633416;12,8551578178956;NA;NA;NA;NA
"12-09-2024";NA;0,477217031876813;6,12326012637511;7,37650606906501;13,5930794966854;3,64958171800976;4,03657996850177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,477217031876813;13,5930794966854;NA;NA;NA;NA
"13-09-2024";NA;0,500342541106315;6,6698185441417;7,11297655614398;14,1453604975797;3,80502280846369;4,11554118746336;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,500342541106315;14,1453604975797;NA;NA;NA;NA
"14-09-2024";NA;0,517248759850213;7,2342900799104;6,85138501530399;14,4172875546589;4,02763744457133;4,04835025080317;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,517248759850213;14,4172875546589;NA;NA;NA;NA
"15-09-2024";NA;0,525384849257554;7,73399745106071;6,70845593092381;14,5012940941297;4,30379613375925;3,91143202229602;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,525384849257554;14,5012940941297;NA;NA;NA;NA
"16-09-2024";NA;0,533378426013066;8,14369885645834;6,67142771260334;14,5459106111298;4,54550732104909;3,76829340366952;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,533378426013066;14,5459106111298;NA;NA;NA;NA
"17-09-2024";NA;0,545859433316951;8,45757576359795;6,70792740934325;14,5213703363768;4,76696737351062;3,6495319505108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,545859433316951;14,5213703363768;NA;NA;NA;NA
"18-09-2024";NA;0,561898727057439;8,66239706585627;6,80179256985289;14,4311706156767;5,00433679026064;3,56861396539901;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,561898727057439;14,4311706156767;NA;NA;NA;NA
"19-09-2024";NA;0,578212117333032;8,73589863815086;6,95981565228531;14,2674227374623;5,23353650946207;3,55464051147625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,578212117333032;14,2674227374623;NA;NA;NA;NA
"20-09-2024";NA;0,587991856219514;8,75539750822193;7,2089382825048;14,0370464822539;5,45130280591477;3,61049105150235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,587991856219514;14,0370464822539;NA;NA;NA;NA
"21-09-2024";NA;0,591358293773223;8,84953300301371;7,58667101916182;13,7922686503746;5,65326463259261;3,69401774174044;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,591358293773223;13,7922686503746;NA;NA;NA;NA
"22-09-2024";NA;0,592891227555715;9,04442329188181;8,08364410993743;13,6464936876023;5,77380112550436;3,7888244618947;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,592891227555715;13,6464936876023;NA;NA;NA;NA
"23-09-2024";NA;0,59000701365357;9,33578898476702;8,65405066937786;13,7172719485323;5,75726245248477;3,85284976226416;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,59000701365357;13,7172719485323;NA;NA;NA;NA
"24-09-2024";NA;0,581063419228093;9,75137637057423;9,2480016098867;13,8538483939471;5,61145822946836;3,86226534786989;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,581063419228093;13,8538483939471;NA;NA;NA;NA
"25-09-2024";NA;0,570907313999063;10,3075233779338;9,78748618404043;13,9441052251196;5,41844101820434;3,86351263350832;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,570907313999063;13,9441052251196;NA;NA;NA;NA
"26-09-2024";NA;0,557246684095304;10,9516681911238;10,2169353045192;14,0376307831289;5,27512638900101;3,95159413321668;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,557246684095304;14,0376307831289;NA;NA;NA;NA
"27-09-2024";NA;0,54521983049382;11,7412523303873;10,5026617670043;14,1813490126474;5,20836537442679;4,18075499327344;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,54521983049382;14,1813490126474;NA;NA;NA;NA
"28-09-2024";NA;0,542107881790816;12,8397637436886;10,6564056466468;14,4220416095967;5,16804555047411;4,33431138705114;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,542107881790816;14,4220416095967;NA;NA;NA;NA
"29-09-2024";NA;0,540260121511303;14,2775851927257;10,8483094531877;14,7270359453652;5,12233875339463;4,25939947535225;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,540260121511303;14,7270359453652;NA;NA;NA;NA
"30-09-2024";NA;0,530436736182783;15,9448075525237;11,2859005846107;15,0365571982229;5,10967698170501;4,01924395088438;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,530436736182783;15,9448075525237;NA;NA;NA;NA
"01-10-2024";NA;0,511498274915234;17,6334864207561;11,9333411620524;15,2778709149122;5,13710151564207;3,68577794453408;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,511498274915234;17,6334864207561;NA;NA;NA;NA
"02-10-2024";NA;0,489610170015631;19,1141624580629;12,6940893879499;15,4514248615743;5,23636385450815;3,35714980023801;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,489610170015631;19,1141624580629;NA;NA;NA;NA
"03-10-2024";NA;0,473322980043926;20,1944454358539;13,5093139506425;15,6282838527126;5,46365486372296;3,11520307177988;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,473322980043926;20,1944454358539;NA;NA;NA;NA
"04-10-2024";NA;0,466457366811024;20,8023068732341;14,2934166484375;15,8410075830975;5,79016711036949;2,96136619980308;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,466457366811024;20,8023068732341;NA;NA;NA;NA
"05-10-2024";NA;0,46404954055305;20,8301106846687;15,0258702369654;16,0870079442597;6,11092377444242;2,87492574631747;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,46404954055305;20,8301106846687;NA;NA;NA;NA
"06-10-2024";NA;0,459499102812367;20,337228094666;15,8216228942319;16,421874131814;6,40141963369582;2,84830013255968;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,459499102812367;20,337228094666;NA;NA;NA;NA
"07-10-2024";NA;0,44878988688549;19,6775049751154;16,5863545922101;16,0237159729645;6,68041247255967;2,88512954439543;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,44878988688549;19,6775049751154;NA;NA;NA;NA
"08-10-2024";NA;0,431307468832124;19,0670165623437;16,9886683263779;14,3150298280141;6,92214803154673;3,02344628484236;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,431307468832124;19,0670165623437;NA;NA;NA;NA
"09-10-2024";NA;0,411232352685911;18,6441513625453;16,9149254812729;12,0265912488636;7,00272746697651;3,26487787193939;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,411232352685911;18,6441513625453;NA;NA;NA;NA
"10-10-2024";NA;0,394110400449661;18,5870898113064;16,5737825652424;9,89839019861512;6,84333250483228;3,52538645834496;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,394110400449661;18,5870898113064;NA;NA;NA;NA
"11-10-2024";NA;0,378789654155337;18,8310044868534;16,1898571443025;8,29235251089645;6,49545672478388;3,64405623433229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,378789654155337;18,8310044868534;NA;NA;NA;NA
"12-10-2024";NA;0,3598810442293;18,8778238336918;16,0145705824231;7,2687246336433;5,97751370449377;3,63062933915536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,3598810442293;18,8778238336918;NA;NA;NA;NA
"13-10-2024";NA;0,336814892233896;18,2354528060681;16,2062132717292;6,77072925176766;5,37025813372681;3,60781524194048;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,336814892233896;18,2354528060681;NA;NA;NA;NA
"14-10-2024";NA;0,310721958238579;16,7447431649339;16,5745814180119;6,67924204503611;4,82371530604953;3,59228995019399;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,310721958238579;16,7447431649339;NA;NA;NA;NA
"15-10-2024";NA;0,284641987240684;14,6556670576795;16,968626033754;6,93256969200816;4,41088916441272;3,62821606843892;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,284641987240684;16,968626033754;NA;NA;NA;NA
