"PERIODE";"Senti";"Sais_2022_2023";"Sais_2021_2022";"Sais_2020_2021";"Sais_2019_2020";"Sais_2018_2019";"Sais_2017_2018";"Loc_Reg11";"Loc_Reg21";"Loc_Reg22";"Loc_Reg23";"Loc_Reg24";"Loc_Reg25";"Loc_Reg26";"Loc_Reg31";"Loc_Reg41";"Loc_Reg42";"Loc_Reg43";"Loc_Reg52";"Loc_Reg53";"Loc_Reg54";"Loc_Reg72";"Loc_Reg73";"Loc_Reg74";"Loc_Reg82";"Loc_Reg83";"Loc_Reg91";"Loc_Reg93";"Loc_Reg94";"MIN_Saison";"MAX_Saison";"IN_Def";"IN_Temp";"Sais_2007_2008";"Sais_2008_2009"
"16-10-2024";NA;0,265194341992148;12,4535714206186;16,9459339761917;7,55804212326131;4,11579050487881;3,69078448667487;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,265194341992148;16,9459339761917;NA;NA;NA;NA
"17-10-2024";NA;0,249378106881126;10,5647425898434;16,2796578373277;8,63517414631099;3,92192845422711;3,68014689104034;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,249378106881126;16,2796578373277;NA;NA;NA;NA
"18-10-2024";NA;0,232161183767822;9,08501232461397;15,3333886916516;10,2668600561138;3,79262958646295;3,56267964835562;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,232161183767822;15,3333886916516;NA;NA;NA;NA
"19-10-2024";NA;0,2166574492345;8,00467943486064;14,2979512507025;12,466295240573;3,70394851708835;3,4087087165607;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2166574492345;14,2979512507025;NA;NA;NA;NA
"20-10-2024";NA;0,202981023792215;7,30928331447475;13,0747371947515;14,7368615499928;3,65064823320799;3,25976058042055;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,202981023792215;14,7368615499928;NA;NA;NA;NA
"21-10-2024";NA;0,18872377906778;6,84091494692395;11,6500152176457;16,5220908919132;3,61948097540499;3,13248039965601;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,18872377906778;16,5220908919132;NA;NA;NA;NA
"22-10-2024";NA;0,174698718292708;6,4800800616698;10,231014752514;18,0008263335319;3,61102407385161;3,03860291948006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,174698718292708;18,0008263335319;NA;NA;NA;NA
"23-10-2024";NA;0,163963644913304;6,20244311667346;8,94254281944545;19,1337312853416;3,63866539487153;2,96669332402832;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,163963644913304;19,1337312853416;NA;NA;NA;NA
"24-10-2024";NA;0,156341749255562;6,05560570120419;7,85256064890729;19,973959662479;3,71329488373864;2,93242290543444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,156341749255562;19,973959662479;NA;NA;NA;NA
"25-10-2024";NA;0,150270590680968;6,00450582541477;7,11188214848964;20,735141287114;3,76081015641643;2,94006816920989;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,150270590680968;20,735141287114;NA;NA;NA;NA
"26-10-2024";NA;0,14505488070248;5,9720148577392;6,74183931463713;21,4029691504104;3,77187588668402;2,9890788480739;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,14505488070248;21,4029691504104;NA;NA;NA;NA
"27-10-2024";NA;0,138587908558547;5,96839068119838;6,61596951258359;21,8567132214865;3,76312378757847;3,07136322766465;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,138587908558547;21,8567132214865;NA;NA;NA;NA
"28-10-2024";NA;0,129242546061489;6,00276703877433;6,66165672452481;22,1806976790584;3,72900915494787;3,15381322202824;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,129242546061489;22,1806976790584;NA;NA;NA;NA
"29-10-2024";NA;0,117832974925946;6,02843211801466;6,79498542100625;22,6896914361341;3,64966949847317;3,21251822120381;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,117832974925946;22,6896914361341;NA;NA;NA;NA
"30-10-2024";NA;0,106642250696656;6,03072769120629;7,06860796952116;23,5054938712397;3,54200762903526;3,23388963991791;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,106642250696656;23,5054938712397;NA;NA;NA;NA
"31-10-2024";NA;0,0997500986700399;6,05050646446687;7,60634684476243;24,4896915746009;3,44194795208156;3,2688513558819;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0997500986700399;24,4896915746009;NA;NA;NA;NA

