date,region,ias_regional
2023-12-20,Auvergne-Rhône-Alpes,0.34
2023-12-20,Bourgogne-Franche-Comté,0.1825
2023-12-20,Bretagne,0.31
2023-12-20,Centre-Val de Loire,0.62
2023-12-20,Corse,0.0
2023-12-20,Grand Est,0.8983333333333334
2023-12-20,Hauts-de-France,0.1775
2023-12-20,Normandie,0.16
2023-12-20,Nouvelle-Aquitaine,0.7166666666666667
2023-12-20,Occitanie,0.5275000000000001
2023-12-20,Pays de la Loire,0.36
2023-12-20,Provence-Alpes-Côte d'Azur,0.53
2023-12-20,Île-de-France,0.07
2023-12-21,Auvergne-Rhône-Alpes,0.315
2023-12-21,Bourgogne-Franche-Comté,0.17
2023-12-21,Bretagne,0.315
2023-12-21,Centre-Val de Loire,0.57
2023-12-21,Corse,0.0
2023-12-21,Grand Est,0.8716666666666667
2023-12-21,Hauts-de-France,0.18
2023-12-21,Normandie,0.155
2023-12-21,Nouvelle-Aquitaine,0.7966666666666667
2023-12-21,Occitanie,0.5525
2023-12-21,Pays de la Loire,0.38
2023-12-21,Provence-Alpes-Côte d'Azur,0.5
2023-12-21,Île-de-France,0.07
2023-12-22,Auvergne-Rhône-Alpes,0.325
2023-12-22,Bourgogne-Franche-Comté,0.14
2023-12-22,Bretagne,0.34
2023-12-22,Centre-Val de Loire,0.53
2023-12-22,Corse,0.0
2023-12-22,Grand Est,0.7816666666666666
2023-12-22,Hauts-de-France,0.185
2023-12-22,Normandie,0.145
2023-12-22,Nouvelle-Aquitaine,0.9066666666666666
2023-12-22,Occitanie,0.5825
2023-12-22,Pays de la Loire,0.47
2023-12-22,Provence-Alpes-Côte d'Azur,0.5
2023-12-22,Île-de-France,0.06
2023-12-23,Auvergne-Rhône-Alpes,0.355
2023-12-23,Bourgogne-Franche-Comté,0.1125
2023-12-23,Bretagne,0.35
2023-12-23,Centre-Val de Loire,0.53
2023-12-23,Corse,0.0
2023-12-23,Grand Est,0.6266666666666666
2023-12-23,Hauts-de-France,0.20500000000000002
2023-12-23,Normandie,0.14250000000000002
2023-12-23,Nouvelle-Aquitaine,0.98
2023-12-23,Occitanie,0.56
2023-12-23,Pays de la Loire,0.56
2023-12-23,Provence-Alpes-Côte d'Azur,0.57
2023-12-23,Île-de-France,0.05
2023-12-24,Auvergne-Rhône-Alpes,0.365
2023-12-24,Bourgogne-Franche-Comté,0.09
2023-12-24,Bretagne,0.3
2023-12-24,Centre-Val de Loire,0.55
2023-12-24,Corse,0.0
2023-12-24,Grand Est,0.44333333333333336
2023-12-24,Hauts-de-France,0.235
2023-12-24,Normandie,0.1375
2023-12-24,Nouvelle-Aquitaine,1.0566666666666666
2023-12-24,Occitanie,0.49
2023-12-24,Pays de la Loire,0.635
2023-12-24,Provence-Alpes-Côte d'Azur,0.72
2023-12-24,Île-de-France,0.04
2023-12-25,Auvergne-Rhône-Alpes,0.365
2023-12-25,Bourgogne-Franche-Comté,0.075
2023-12-25,Bretagne,0.25
2023-12-25,Centre-Val de Loire,0.52
2023-12-25,Corse,0.0
2023-12-25,Grand Est,0.30333333333333334
2023-12-25,Hauts-de-France,0.27
2023-12-25,Normandie,0.1325
2023-12-25,Nouvelle-Aquitaine,1.1333333333333335
2023-12-25,Occitanie,0.4125
2023-12-25,Pays de la Loire,0.68
2023-12-25,Provence-Alpes-Côte d'Azur,0.94
2023-12-25,Île-de-France,0.04
2023-12-26,Auvergne-Rhône-Alpes,0.375
2023-12-26,Bourgogne-Franche-Comté,0.060000000000000005
2023-12-26,Bretagne,0.2
2023-12-26,Centre-Val de Loire,0.58
2023-12-26,Corse,0.0
2023-12-26,Grand Est,0.22833333333333336
2023-12-26,Hauts-de-France,0.305
2023-12-26,Normandie,0.125
2023-12-26,Nouvelle-Aquitaine,1.0999999999999999
2023-12-26,Occitanie,0.3375
2023-12-26,Pays de la Loire,0.71
2023-12-26,Provence-Alpes-Côte d'Azur,1.18
2023-12-26,Île-de-France,0.04
2023-12-27,Auvergne-Rhône-Alpes,0.355
2023-12-27,Bourgogne-Franche-Comté,0.05500000000000001
2023-12-27,Bretagne,0.15
2023-12-27,Centre-Val de Loire,0.63
2023-12-27,Corse,0.0
2023-12-27,Grand Est,0.205
2023-12-27,Hauts-de-France,0.35750000000000004
2023-12-27,Normandie,0.11
2023-12-27,Nouvelle-Aquitaine,1.0433333333333332
2023-12-27,Occitanie,0.28
2023-12-27,Pays de la Loire,0.72
2023-12-27,Provence-Alpes-Côte d'Azur,1.31
2023-12-27,Île-de-France,0.04
2023-12-28,Auvergne-Rhône-Alpes,0.33999999999999997
2023-12-28,Bourgogne-Franche-Comté,0.05
2023-12-28,Bretagne,0.13
2023-12-28,Centre-Val de Loire,0.71
2023-12-28,Corse,0.0
2023-12-28,Grand Est,0.19333333333333333
2023-12-28,Hauts-de-France,0.43
2023-12-28,Normandie,0.13
2023-12-28,Nouvelle-Aquitaine,0.9266666666666666
2023-12-28,Occitanie,0.3275
2023-12-28,Pays de la Loire,0.7
2023-12-28,Provence-Alpes-Côte d'Azur,1.37
2023-12-28,Île-de-France,0.03
2023-12-29,Auvergne-Rhône-Alpes,0.34750000000000003
2023-12-29,Bourgogne-Franche-Comté,0.045
2023-12-29,Bretagne,0.14
2023-12-29,Centre-Val de Loire,0.7
2023-12-29,Corse,0.0
2023-12-29,Grand Est,0.165
2023-12-29,Hauts-de-France,0.475
2023-12-29,Normandie,0.155
2023-12-29,Nouvelle-Aquitaine,0.9400000000000001
2023-12-29,Occitanie,0.48750000000000004
2023-12-29,Pays de la Loire,0.665
2023-12-29,Provence-Alpes-Côte d'Azur,1.4
2023-12-29,Île-de-France,0.04
2023-12-30,Auvergne-Rhône-Alpes,0.395
2023-12-30,Bourgogne-Franche-Comté,0.05
2023-12-30,Bretagne,0.19
2023-12-30,Centre-Val de Loire,0.74
2023-12-30,Corse,0.0
2023-12-30,Grand Est,0.145
2023-12-30,Hauts-de-France,0.47250000000000003
2023-12-30,Normandie,0.185
2023-12-30,Nouvelle-Aquitaine,1.0783333333333334
2023-12-30,Occitanie,0.69
2023-12-30,Pays de la Loire,0.63
2023-12-30,Provence-Alpes-Côte d'Azur,1.43
2023-12-30,Île-de-France,0.04
2023-12-31,Auvergne-Rhône-Alpes,0.4675
2023-12-31,Bourgogne-Franche-Comté,0.05
2023-12-31,Bretagne,0.26
2023-12-31,Centre-Val de Loire,0.77
2023-12-31,Corse,0.0
2023-12-31,Grand Est,0.13833333333333334
2023-12-31,Hauts-de-France,0.445
2023-12-31,Normandie,0.22499999999999998
2023-12-31,Nouvelle-Aquitaine,1.3399999999999999
2023-12-31,Occitanie,0.9375
2023-12-31,Pays de la Loire,0.63
2023-12-31,Provence-Alpes-Côte d'Azur,1.28
2023-12-31,Île-de-France,0.05
2024-01-01,Auvergne-Rhône-Alpes,0.6075
2024-01-01,Bourgogne-Franche-Comté,0.055
2024-01-01,Bretagne,0.355
2024-01-01,Centre-Val de Loire,0.8
2024-01-01,Corse,0.0
2024-01-01,Grand Est,0.15333333333333335
2024-01-01,Hauts-de-France,0.3925
2024-01-01,Normandie,0.27
2024-01-01,Nouvelle-Aquitaine,1.7966666666666669
2024-01-01,Occitanie,1.165
2024-01-01,Pays de la Loire,0.61
2024-01-01,Provence-Alpes-Côte d'Azur,1.12
2024-01-01,Île-de-France,0.06
2024-01-02,Auvergne-Rhône-Alpes,0.7849999999999999
2024-01-02,Bourgogne-Franche-Comté,0.0625
2024-01-02,Bretagne,0.46
2024-01-02,Centre-Val de Loire,0.97
2024-01-02,Corse,0.0
2024-01-02,Grand Est,0.19166666666666665
2024-01-02,Hauts-de-France,0.35
2024-01-02,Normandie,0.305
2024-01-02,Nouvelle-Aquitaine,2.3933333333333335
2024-01-02,Occitanie,1.3275000000000001
2024-01-02,Pays de la Loire,0.605
2024-01-02,Provence-Alpes-Côte d'Azur,0.99
2024-01-02,Île-de-France,0.07
2024-01-03,Auvergne-Rhône-Alpes,0.9550000000000001
2024-01-03,Bourgogne-Franche-Comté,0.07500000000000001
2024-01-03,Bretagne,0.44
2024-01-03,Centre-Val de Loire,1.14
2024-01-03,Corse,0.0
2024-01-03,Grand Est,0.25833333333333336
2024-01-03,Hauts-de-France,0.365
2024-01-03,Normandie,0.32
2024-01-03,Nouvelle-Aquitaine,3.0399999999999996
2024-01-03,Occitanie,1.365
2024-01-03,Pays de la Loire,0.565
2024-01-03,Provence-Alpes-Côte d'Azur,1.08
2024-01-03,Île-de-France,0.08
2024-01-04,Auvergne-Rhône-Alpes,1.0425
2024-01-04,Bourgogne-Franche-Comté,0.10250000000000001
2024-01-04,Bretagne,0.425
2024-01-04,Centre-Val de Loire,1.2
2024-01-04,Corse,0.0
2024-01-04,Grand Est,0.33
2024-01-04,Hauts-de-France,0.39
2024-01-04,Normandie,0.33
2024-01-04,Nouvelle-Aquitaine,3.3249999999999997
2024-01-04,Occitanie,1.2825
2024-01-04,Pays de la Loire,0.5
2024-01-04,Provence-Alpes-Côte d'Azur,1.34
2024-01-04,Île-de-France,0.09
2024-01-05,Auvergne-Rhône-Alpes,1.075
2024-01-05,Bourgogne-Franche-Comté,0.14500000000000002
2024-01-05,Bretagne,0.49
2024-01-05,Centre-Val de Loire,1.17
2024-01-05,Corse,0.0
2024-01-05,Grand Est,0.38999999999999996
2024-01-05,Hauts-de-France,0.405
2024-01-05,Normandie,0.32
2024-01-05,Nouvelle-Aquitaine,3.1733333333333333
2024-01-05,Occitanie,1.09
2024-01-05,Pays de la Loire,0.46
2024-01-05,Provence-Alpes-Côte d'Azur,1.58
2024-01-05,Île-de-France,0.1
2024-01-06,Auvergne-Rhône-Alpes,0.99
2024-01-06,Bourgogne-Franche-Comté,0.165
2024-01-06,Bretagne,0.695
2024-01-06,Centre-Val de Loire,1.01
2024-01-06,Corse,0.0
2024-01-06,Grand Est,0.4383333333333333
2024-01-06,Hauts-de-France,0.415
2024-01-06,Normandie,0.315
2024-01-06,Nouvelle-Aquitaine,2.7899999999999996
2024-01-06,Occitanie,0.8674999999999999
2024-01-06,Pays de la Loire,0.37
2024-01-06,Provence-Alpes-Côte d'Azur,1.74
2024-01-06,Île-de-France,0.1
2024-01-07,Auvergne-Rhône-Alpes,0.885
2024-01-07,Bourgogne-Franche-Comté,0.2
2024-01-07,Bretagne,0.9
2024-01-07,Centre-Val de Loire,0.9
2024-01-07,Corse,0.0
2024-01-07,Grand Est,0.5116666666666667
2024-01-07,Hauts-de-France,0.4225
2024-01-07,Normandie,0.295
2024-01-07,Nouvelle-Aquitaine,2.32
2024-01-07,Occitanie,0.65
2024-01-07,Pays de la Loire,0.33
2024-01-07,Provence-Alpes-Côte d'Azur,1.76
2024-01-07,Île-de-France,0.08
2024-01-08,Auvergne-Rhône-Alpes,0.755
2024-01-08,Bourgogne-Franche-Comté,0.235
2024-01-08,Bretagne,1.095
2024-01-08,Centre-Val de Loire,0.67
2024-01-08,Corse,0.0
2024-01-08,Grand Est,0.5733333333333334
2024-01-08,Hauts-de-France,0.4475
2024-01-08,Normandie,0.275
2024-01-08,Nouvelle-Aquitaine,1.8016666666666667
2024-01-08,Occitanie,0.4825
2024-01-08,Pays de la Loire,0.31
2024-01-08,Provence-Alpes-Côte d'Azur,1.61
2024-01-08,Île-de-France,0.07
2024-01-09,Auvergne-Rhône-Alpes,0.675
2024-01-09,Bourgogne-Franche-Comté,0.2625
2024-01-09,Bretagne,1.36
2024-01-09,Centre-Val de Loire,0.54
2024-01-09,Corse,0.0
2024-01-09,Grand Est,0.625
2024-01-09,Hauts-de-France,0.485
2024-01-09,Normandie,0.27
2024-01-09,Nouvelle-Aquitaine,1.3033333333333335
2024-01-09,Occitanie,0.375
2024-01-09,Pays de la Loire,0.285
2024-01-09,Provence-Alpes-Côte d'Azur,1.32
2024-01-09,Île-de-France,0.06
2024-01-10,Auvergne-Rhône-Alpes,0.615
2024-01-10,Bourgogne-Franche-Comté,0.28
2024-01-10,Bretagne,1.59
2024-01-10,Centre-Val de Loire,0.5
2024-01-10,Corse,0.0
2024-01-10,Grand Est,0.6833333333333332
2024-01-10,Hauts-de-France,0.525
2024-01-10,Normandie,0.28250000000000003
2024-01-10,Nouvelle-Aquitaine,0.9466666666666667
2024-01-10,Occitanie,0.32
2024-01-10,Pays de la Loire,0.29
2024-01-10,Provence-Alpes-Côte d'Azur,1.0
2024-01-10,Île-de-France,0.06
2024-01-11,Auvergne-Rhône-Alpes,0.615
2024-01-11,Bourgogne-Franche-Comté,0.2825
2024-01-11,Bretagne,1.795
2024-01-11,Centre-Val de Loire,0.47
2024-01-11,Corse,0.0
2024-01-11,Grand Est,0.7466666666666667
2024-01-11,Hauts-de-France,0.55
2024-01-11,Normandie,0.2775
2024-01-11,Nouvelle-Aquitaine,0.7033333333333335
2024-01-11,Occitanie,0.28500000000000003
2024-01-11,Pays de la Loire,0.33
2024-01-11,Provence-Alpes-Côte d'Azur,0.77
2024-01-11,Île-de-France,0.05
2024-01-12,Auvergne-Rhône-Alpes,0.65
2024-01-12,Bourgogne-Franche-Comté,0.3
2024-01-12,Bretagne,1.88
2024-01-12,Centre-Val de Loire,0.46
2024-01-12,Corse,0.0
2024-01-12,Grand Est,0.8483333333333333
2024-01-12,Hauts-de-France,0.54
2024-01-12,Normandie,0.2525
2024-01-12,Nouvelle-Aquitaine,0.7066666666666667
2024-01-12,Occitanie,0.305
2024-01-12,Pays de la Loire,0.4
2024-01-12,Provence-Alpes-Côte d'Azur,0.55
2024-01-12,Île-de-France,0.06
2024-01-13,Auvergne-Rhône-Alpes,0.7050000000000001
2024-01-13,Bourgogne-Franche-Comté,0.315
2024-01-13,Bretagne,1.75
2024-01-13,Centre-Val de Loire,0.48
2024-01-13,Corse,0.0
2024-01-13,Grand Est,0.96
2024-01-13,Hauts-de-France,0.5625
2024-01-13,Normandie,0.22249999999999998
2024-01-13,Nouvelle-Aquitaine,0.7366666666666667
2024-01-13,Occitanie,0.36
2024-01-13,Pays de la Loire,0.48
2024-01-13,Provence-Alpes-Côte d'Azur,0.38
2024-01-13,Île-de-France,0.07
2024-01-14,Auvergne-Rhône-Alpes,0.735
2024-01-14,Bourgogne-Franche-Comté,0.325
2024-01-14,Bretagne,1.515
2024-01-14,Centre-Val de Loire,0.58
2024-01-14,Corse,0.0
2024-01-14,Grand Est,1.075
2024-01-14,Hauts-de-France,0.5974999999999999
2024-01-14,Normandie,0.215
2024-01-14,Nouvelle-Aquitaine,0.81
2024-01-14,Occitanie,0.41000000000000003
2024-01-14,Pays de la Loire,0.57
2024-01-14,Provence-Alpes-Côte d'Azur,0.27
2024-01-14,Île-de-France,0.1
2024-01-15,Auvergne-Rhône-Alpes,0.79
2024-01-15,Bourgogne-Franche-Comté,0.3325
2024-01-15,Bretagne,1.105
2024-01-15,Centre-Val de Loire,0.76
2024-01-15,Corse,0.0
2024-01-15,Grand Est,1.1733333333333333
2024-01-15,Hauts-de-France,0.61
2024-01-15,Normandie,0.245
2024-01-15,Nouvelle-Aquitaine,0.9199999999999999
2024-01-15,Occitanie,0.425
2024-01-15,Pays de la Loire,0.66
2024-01-15,Provence-Alpes-Côte d'Azur,0.22
2024-01-15,Île-de-France,0.13
2024-01-16,Auvergne-Rhône-Alpes,0.825
2024-01-16,Bourgogne-Franche-Comté,0.33999999999999997
2024-01-16,Bretagne,0.97
2024-01-16,Centre-Val de Loire,0.99
2024-01-16,Corse,0.0
2024-01-16,Grand Est,1.2566666666666666
2024-01-16,Hauts-de-France,0.6825
2024-01-16,Normandie,0.30000000000000004
2024-01-16,Nouvelle-Aquitaine,1.0283333333333333
2024-01-16,Occitanie,0.4675
2024-01-16,Pays de la Loire,0.765
2024-01-16,Provence-Alpes-Côte d'Azur,0.21
2024-01-16,Île-de-France,0.18
2024-01-17,Auvergne-Rhône-Alpes,0.855
2024-01-17,Bourgogne-Franche-Comté,0.33999999999999997
2024-01-17,Bretagne,0.96
2024-01-17,Centre-Val de Loire,1.17
2024-01-17,Corse,0.01
2024-01-17,Grand Est,1.235
2024-01-17,Hauts-de-France,0.8
2024-01-17,Normandie,0.385
2024-01-17,Nouvelle-Aquitaine,1.1616666666666666
2024-01-17,Occitanie,0.55
2024-01-17,Pays de la Loire,0.915
2024-01-17,Provence-Alpes-Côte d'Azur,0.21
2024-01-17,Île-de-France,0.22
2024-01-18,Auvergne-Rhône-Alpes,0.915
2024-01-18,Bourgogne-Franche-Comté,0.325
2024-01-18,Bretagne,1.0
2024-01-18,Centre-Val de Loire,1.36
2024-01-18,Corse,0.14
2024-01-18,Grand Est,1.1066666666666667
2024-01-18,Hauts-de-France,0.8875
2024-01-18,Normandie,0.4775
2024-01-18,Nouvelle-Aquitaine,1.4433333333333334
2024-01-18,Occitanie,0.6575
2024-01-18,Pays de la Loire,0.99
2024-01-18,Provence-Alpes-Côte d'Azur,0.22
2024-01-18,Île-de-France,0.27
2024-01-19,Auvergne-Rhône-Alpes,0.9750000000000001
2024-01-19,Bourgogne-Franche-Comté,0.3
2024-01-19,Bretagne,1.025
2024-01-19,Centre-Val de Loire,1.6
2024-01-19,Corse,0.665
2024-01-19,Grand Est,0.9
2024-01-19,Hauts-de-France,1.05
2024-01-19,Normandie,0.5225
2024-01-19,Nouvelle-Aquitaine,1.8133333333333332
2024-01-19,Occitanie,0.765
2024-01-19,Pays de la Loire,1.045
2024-01-19,Provence-Alpes-Côte d'Azur,0.26
2024-01-19,Île-de-France,0.3
2024-01-20,Auvergne-Rhône-Alpes,1.065
2024-01-20,Bourgogne-Franche-Comté,0.265
2024-01-20,Bretagne,1.105
2024-01-20,Centre-Val de Loire,1.95
2024-01-20,Corse,1.855
2024-01-20,Grand Est,0.7549999999999999
2024-01-20,Hauts-de-France,1.105
2024-01-20,Normandie,0.485
2024-01-20,Nouvelle-Aquitaine,2.2033333333333336
2024-01-20,Occitanie,0.8875
2024-01-20,Pays de la Loire,1.07
2024-01-20,Provence-Alpes-Côte d'Azur,0.29
2024-01-20,Île-de-France,0.31
2024-01-21,Auvergne-Rhône-Alpes,1.165
2024-01-21,Bourgogne-Franche-Comté,0.25
2024-01-21,Bretagne,1.21
2024-01-21,Centre-Val de Loire,2.27
2024-01-21,Corse,3.76
2024-01-21,Grand Est,0.6216666666666667
2024-01-21,Hauts-de-France,1.045
2024-01-21,Normandie,0.45749999999999996
2024-01-21,Nouvelle-Aquitaine,2.57
2024-01-21,Occitanie,1.01
2024-01-21,Pays de la Loire,1.09
2024-01-21,Provence-Alpes-Côte d'Azur,0.34
2024-01-21,Île-de-France,0.31
2024-01-22,Auvergne-Rhône-Alpes,1.24
2024-01-22,Bourgogne-Franche-Comté,0.245
2024-01-22,Bretagne,1.365
2024-01-22,Centre-Val de Loire,2.43
2024-01-22,Corse,5.905
2024-01-22,Grand Est,0.5933333333333333
2024-01-22,Hauts-de-France,0.9125000000000001
2024-01-22,Normandie,0.4075
2024-01-22,Nouvelle-Aquitaine,3.013333333333333
2024-01-22,Occitanie,1.0975000000000001
2024-01-22,Pays de la Loire,1.1
2024-01-22,Provence-Alpes-Côte d'Azur,0.4
2024-01-22,Île-de-France,0.29
2024-01-23,Auvergne-Rhône-Alpes,1.26
2024-01-23,Bourgogne-Franche-Comté,0.27
2024-01-23,Bretagne,1.5
2024-01-23,Centre-Val de Loire,2.72
2024-01-23,Corse,8.565
2024-01-23,Grand Est,0.5933333333333333
2024-01-23,Hauts-de-France,0.82
2024-01-23,Normandie,0.3425
2024-01-23,Nouvelle-Aquitaine,3.3666666666666667
2024-01-23,Occitanie,1.165
2024-01-23,Pays de la Loire,1.125
2024-01-23,Provence-Alpes-Côte d'Azur,0.45
2024-01-23,Île-de-France,0.28
2024-01-24,Auvergne-Rhône-Alpes,1.35
2024-01-24,Bourgogne-Franche-Comté,0.3225
2024-01-24,Bretagne,1.57
2024-01-24,Centre-Val de Loire,3.19
2024-01-24,Corse,14.6
2024-01-24,Grand Est,0.655
2024-01-24,Hauts-de-France,0.675
2024-01-24,Normandie,0.3
2024-01-24,Nouvelle-Aquitaine,3.578333333333333
2024-01-24,Occitanie,1.3275000000000001
2024-01-24,Pays de la Loire,1.2
2024-01-24,Provence-Alpes-Côte d'Azur,0.48
2024-01-24,Île-de-France,0.25
2024-01-25,Auvergne-Rhône-Alpes,1.56
2024-01-25,Bourgogne-Franche-Comté,0.4225
2024-01-25,Bretagne,1.525
2024-01-25,Centre-Val de Loire,3.3
2024-01-25,Corse,58.075
2024-01-25,Grand Est,0.8066666666666666
2024-01-25,Hauts-de-France,0.675
2024-01-25,Normandie,0.26
2024-01-25,Nouvelle-Aquitaine,3.605
2024-01-25,Occitanie,1.505
2024-01-25,Pays de la Loire,1.225
2024-01-25,Provence-Alpes-Côte d'Azur,0.44
2024-01-25,Île-de-France,0.23
2024-01-26,Auvergne-Rhône-Alpes,1.52
2024-01-26,Bourgogne-Franche-Comté,0.54
2024-01-26,Bretagne,1.52
2024-01-26,Centre-Val de Loire,2.86
2024-01-26,Corse,117.395
2024-01-26,Grand Est,1.0199999999999998
2024-01-26,Hauts-de-France,0.76
2024-01-26,Normandie,0.22749999999999998
2024-01-26,Nouvelle-Aquitaine,3.301666666666667
2024-01-26,Occitanie,1.63
2024-01-26,Pays de la Loire,1.23
2024-01-26,Provence-Alpes-Côte d'Azur,0.38
2024-01-26,Île-de-France,0.22
2024-01-27,Auvergne-Rhône-Alpes,1.47
2024-01-27,Bourgogne-Franche-Comté,0.6925
2024-01-27,Bretagne,1.54
2024-01-27,Centre-Val de Loire,2.47
2024-01-27,Corse,145.02
2024-01-27,Grand Est,1.3566666666666667
2024-01-27,Hauts-de-France,0.7925
2024-01-27,Normandie,0.195
2024-01-27,Nouvelle-Aquitaine,2.8983333333333334
2024-01-27,Occitanie,1.6124999999999998
2024-01-27,Pays de la Loire,1.2
2024-01-27,Provence-Alpes-Côte d'Azur,0.29
2024-01-27,Île-de-France,0.21
2024-01-28,Auvergne-Rhône-Alpes,1.38
2024-01-28,Bourgogne-Franche-Comté,0.8574999999999999
2024-01-28,Bretagne,1.545
2024-01-28,Centre-Val de Loire,2.21
2024-01-28,Corse,91.17
2024-01-28,Grand Est,1.531666666666667
2024-01-28,Hauts-de-France,0.7175
2024-01-28,Normandie,0.1775
2024-01-28,Nouvelle-Aquitaine,2.545
2024-01-28,Occitanie,1.67
2024-01-28,Pays de la Loire,1.165
2024-01-28,Provence-Alpes-Côte d'Azur,0.22
2024-01-28,Île-de-France,0.2
2024-01-29,Auvergne-Rhône-Alpes,1.215
2024-01-29,Bourgogne-Franche-Comté,1.045
2024-01-29,Bretagne,1.625
2024-01-29,Centre-Val de Loire,1.98
2024-01-29,Corse,94.56
2024-01-29,Grand Est,1.6633333333333333
2024-01-29,Hauts-de-France,0.655
2024-01-29,Normandie,0.1725
2024-01-29,Nouvelle-Aquitaine,2.3699999999999997
2024-01-29,Occitanie,1.71
2024-01-29,Pays de la Loire,1.09
2024-01-29,Provence-Alpes-Côte d'Azur,0.17
2024-01-29,Île-de-France,0.2
2024-01-30,Auvergne-Rhône-Alpes,1.1225
2024-01-30,Bourgogne-Franche-Comté,1.175
2024-01-30,Bretagne,1.67
2024-01-30,Centre-Val de Loire,1.74
2024-01-30,Corse,92.0
2024-01-30,Grand Est,1.6049999999999998
2024-01-30,Hauts-de-France,0.5675
2024-01-30,Normandie,0.175
2024-01-30,Nouvelle-Aquitaine,2.311666666666667
2024-01-30,Occitanie,1.7025000000000001
2024-01-30,Pays de la Loire,1.025
2024-01-30,Provence-Alpes-Côte d'Azur,0.14
2024-01-30,Île-de-France,0.21
2024-01-31,Auvergne-Rhône-Alpes,1.0125
2024-01-31,Bourgogne-Franche-Comté,1.245
2024-01-31,Bretagne,1.64
2024-01-31,Centre-Val de Loire,1.7
2024-01-31,Corse,63.91
2024-01-31,Grand Est,1.455
2024-01-31,Hauts-de-France,0.5375
2024-01-31,Normandie,0.185
2024-01-31,Nouvelle-Aquitaine,2.265
2024-01-31,Occitanie,1.645
2024-01-31,Pays de la Loire,0.99
2024-01-31,Provence-Alpes-Côte d'Azur,0.11
2024-01-31,Île-de-France,0.2
2024-02-01,Auvergne-Rhône-Alpes,0.9524999999999999
2024-02-01,Bourgogne-Franche-Comté,1.2975
2024-02-01,Bretagne,1.46
2024-02-01,Centre-Val de Loire,1.63
2024-02-01,Corse,30.4
2024-02-01,Grand Est,1.2516666666666667
2024-02-01,Hauts-de-France,0.5
2024-02-01,Normandie,0.185
2024-02-01,Nouvelle-Aquitaine,2.223333333333333
2024-02-01,Occitanie,1.4224999999999999
2024-02-01,Pays de la Loire,0.97
2024-02-01,Provence-Alpes-Côte d'Azur,0.1
2024-02-01,Île-de-France,0.19
2024-02-02,Auvergne-Rhône-Alpes,0.9349999999999999
2024-02-02,Bourgogne-Franche-Comté,1.31
2024-02-02,Bretagne,1.185
2024-02-02,Centre-Val de Loire,1.55
2024-02-02,Corse,9.025
2024-02-02,Grand Est,1.0183333333333333
2024-02-02,Hauts-de-France,0.4575
2024-02-02,Normandie,0.19
2024-02-02,Nouvelle-Aquitaine,2.1483333333333334
2024-02-02,Occitanie,1.2175
2024-02-02,Pays de la Loire,0.96
2024-02-02,Provence-Alpes-Côte d'Azur,0.1
2024-02-02,Île-de-France,0.18
2024-02-03,Auvergne-Rhône-Alpes,0.9349999999999999
2024-02-03,Bourgogne-Franche-Comté,1.345
2024-02-03,Bretagne,0.975
2024-02-03,Centre-Val de Loire,1.47
2024-02-03,Corse,1.34
2024-02-03,Grand Est,0.855
2024-02-03,Hauts-de-France,0.43999999999999995
2024-02-03,Normandie,0.2075
2024-02-03,Nouvelle-Aquitaine,2.0783333333333336
2024-02-03,Occitanie,0.9550000000000001
2024-02-03,Pays de la Loire,0.96
2024-02-03,Provence-Alpes-Côte d'Azur,0.09
2024-02-03,Île-de-France,0.17
2024-02-04,Auvergne-Rhône-Alpes,0.9475
2024-02-04,Bourgogne-Franche-Comté,1.3075
2024-02-04,Bretagne,0.815
2024-02-04,Centre-Val de Loire,1.37
2024-02-04,Corse,0.055
2024-02-04,Grand Est,0.6733333333333333
2024-02-04,Hauts-de-France,0.47000000000000003
2024-02-04,Normandie,0.23
2024-02-04,Nouvelle-Aquitaine,2.1066666666666665
2024-02-04,Occitanie,0.775
2024-02-04,Pays de la Loire,0.93
2024-02-04,Provence-Alpes-Côte d'Azur,0.08
2024-02-04,Île-de-France,0.16
2024-02-05,Auvergne-Rhône-Alpes,0.965
2024-02-05,Bourgogne-Franche-Comté,1.2974999999999999
2024-02-05,Bretagne,0.74
2024-02-05,Centre-Val de Loire,1.14
2024-02-05,Corse,0.0
2024-02-05,Grand Est,0.48166666666666663
2024-02-05,Hauts-de-France,0.48
2024-02-05,Normandie,0.22499999999999998
2024-02-05,Nouvelle-Aquitaine,2.231666666666667
2024-02-05,Occitanie,0.6175
2024-02-05,Pays de la Loire,0.89
2024-02-05,Provence-Alpes-Côte d'Azur,0.09
2024-02-05,Île-de-France,0.15
2024-02-06,Auvergne-Rhône-Alpes,1.075
2024-02-06,Bourgogne-Franche-Comté,1.2349999999999999
2024-02-06,Bretagne,0.735
2024-02-06,Centre-Val de Loire,0.97
2024-02-06,Corse,0.0
2024-02-06,Grand Est,0.3833333333333333
2024-02-06,Hauts-de-France,0.47
2024-02-06,Normandie,0.24
2024-02-06,Nouvelle-Aquitaine,2.493333333333333
2024-02-06,Occitanie,0.545
2024-02-06,Pays de la Loire,0.84
2024-02-06,Provence-Alpes-Côte d'Azur,0.08
2024-02-06,Île-de-France,0.14
2024-02-07,Auvergne-Rhône-Alpes,1.25
2024-02-07,Bourgogne-Franche-Comté,1.125
2024-02-07,Bretagne,0.75
2024-02-07,Centre-Val de Loire,0.78
2024-02-07,Corse,0.0
2024-02-07,Grand Est,0.32833333333333337
